curriculum_score,teaching_quality,student_faculty_ratio,phd_faculty_percentage,pass_percentage,student_feedback_score,research_publications,research_grants,patents,infrastructure_score,library_score,it_facilities_score,placement_percentage,higher_studies_progression,governance_score,faculty_development_programs,green_campus_score,inclusivity_score,community_extension_score,naac_cgpa
2.772737450810651,2.794730450434317,22.580235418788575,82.04073028212675,76.96950318507947,2.5811732017054743,132.0,18.836370739498932,3.0,3.4066817936285556,2.7356285641263436,2.5506868279343924,81.77892607244853,26.009092896788452,2.671999901957834,11.0,3.0036042384030393,3.375889572854687,2.7692825261019207,1.8070214825920727
2.775106764780151,2.8176187930786294,10.351991582072268,80.9251480001306,96.48548257617335,3.379701658060821,216.0,42.27805952551521,5.0,2.6953275447289258,2.9228818756779877,3.194036912100434,56.995082768761804,17.520482707224417,2.5073043466646325,48.0,2.882716961594922,3.9259396575366723,2.683002703960587,1.8526611167439262
2.956363364439307,2.5622459882648596,10.17393968258228,60.69117344777242,90.96345182432803,3.830944015756312,111.0,35.67419391306453,12.0,3.667557771518399,3.847859161747655,3.2552435065001166,59.30606808459835,57.68412820645955,2.63866919309808,18.0,3.688984697197736,3.0579482205689366,3.9286476192977444,2.102398492776555
3.2871346474483567,2.9831013027935946,16.003165511287996,72.40126250763261,99.02640388654643,3.2927230014393203,283.0,33.51582901761555,16.0,2.8003265775992983,2.7546694248615653,3.1237188689840707,75.72303551498932,67.04173669016721,2.732114773436671,56.0,3.246476483992174,3.517402560208648,2.5267534740215947,2.0670058306625947
3.1479175279631737,3.3396169920005123,12.52017992847713,41.56512062476274,85.96750286173342,3.816728758855107,138.0,1.532466422488865,18.0,3.7960308746332094,3.448618016592847,2.9722634075770484,82.42680623359956,23.57590632840906,3.486686318973428,36.0,2.774869722441749,3.179579553936148,2.6162830904628436,2.1628878058823267
2.936843710297063,3.7869023709959935,16.50528419839384,71.3038022956145,73.45998062319613,3.716486909582859,176.0,9.215981781935534,7.0,3.1786688386340005,2.9727278187830284,3.5844431943470365,92.28580286924449,55.93141071343106,2.8294181347076157,45.0,3.03859615315656,2.7719224428994744,2.694585825231682,2.072566584080611
3.417779342083569,3.500391171188021,14.426082363209936,46.343074755797375,76.46792604725749,2.613780678692381,211.0,48.1312230118505,16.0,2.6418093319206553,2.6228279292634054,3.329023329258525,85.75131921645755,36.22015059486351,3.452238212623439,15.0,2.8052022596940835,3.8814515550148183,3.565935244716374,1.9414359576328135
2.709240790978063,3.1530944850996274,10.713000620966206,79.92372580524905,76.19425731521885,2.802936211578535,111.0,22.718562489509388,16.0,3.0453077041447383,2.835523586771152,2.6236245839721737,48.03824358487784,31.312873777109886,2.992483737529078,36.0,2.8135387710857045,3.1744164555806873,3.7003204134345684,1.8172727677710327
2.9382169728028273,3.9296801715912064,32.732603660151234,35.02344798653459,76.42730146821381,3.4865660037330137,80.0,39.0696615112119,14.0,3.6695888882965697,3.8041139961974126,3.926068752857344,60.88548623788857,69.21309008835198,3.8425789976516427,15.0,2.6136906060265073,2.5126135272771966,2.434174178989127,2.0622031419017812
,,,,,,,,,,,,,,,,,,,1.9350958150001665
3.184104976325554,3.895247804293825,28.402053608427135,35.996214394117175,83.57827748316457,2.936049720470381,171.0,38.2161438571586,1.0,3.438593713906986,3.1297503898250767,3.0302025235659427,85.41647604253212,49.66178291713521,3.509275421455036,56.0,3.056903444433052,2.508899394861726,3.730792030001851,2.037515672145906
3.6777639420895203,3.2913819599082483,13.803697172987913,82.87135421365853,78.48984623303255,3.1279507840719685,82.0,5.960628405275553,19.0,3.26089933377729,3.4313514039667683,2.8692953391598905,55.98692284691607,52.76788531279151,3.1914203013707145,38.0,2.5892676456920496,3.6908812512907065,2.6271353081818125,2.1010546606187326
2.7995106732375397,2.8883564121897094,32.80574054999,48.25227108810022,70.21814190550508,3.1677994694059515,36.0,2.1064009813648807,9.0,2.964804410972694,3.2807471450396815,3.4427080163254966,47.410450054526294,56.38174724649951,3.868808202089199,51.0,3.4764867151136665,3.0517842131999267,2.807663937553422,1.8608517504916133
3.2713516576204174,2.579240029547083,32.319898489747146,69.26360188983449,65.77487070297511,3.865828376232395,178.0,23.308828576030926,15.0,3.6334260740930477,2.9195410792304632,2.5649614153750875,45.77379988488686,61.720439897671156,3.531116022616146,54.0,2.9452678774296115,3.421913130413311,3.107324670150023,2.2086507258072667
3.3886218532930634,3.5891272772257756,26.347528659231433,59.25013671721679,72.65921371556924,2.6551874255574295,272.0,29.582309836224752,3.0,2.578661106463973,3.017192977594524,3.2439904103260027,46.86974844619844,43.971200159886145,3.4632376607456967,58.0,2.7430811746797232,3.6500737524295865,3.28288576194641,1.9529360200425305
,,,,,,,,,,,,,,,,,,,1.863063519123237
3.4113172778521577,2.9541626924079507,10.133478549242213,68.72650999100978,92.49057607982837,3.306347224874071,82.0,35.80023139898892,15.0,3.260294716349123,3.5430430684788403,3.1100278939176693,86.94129386613031,52.66824173430758,3.9829172800547434,27.0,2.612166169108497,3.2771240599667757,3.151736674483795,2.1594379141337674
2.7557861855309373,3.298706361825846,34.62178915284005,86.85137883307428,68.93742852348599,3.5474303899458874,218.0,24.790982444364207,6.0,2.629609194542005,3.024784258606254,3.9584373197318476,54.26367016194323,18.933245400392863,3.52713652677099,33.0,3.0799977596086396,3.4571167602956914,3.448840048339421,2.0062780924612076
2.5975773894779195,3.3466248816696216,31.94581508939536,32.47618484247731,90.34798830573926,3.4459559334388654,108.0,46.415842377172126,4.0,2.70403408542055,3.548372312748338,3.5782973956384825,56.881874960714455,22.003025350847274,3.631210274401689,16.0,3.42331112144363,3.2067491719055123,2.1801786166743087,1.9225739779499136
,,,,,,,,,,,,,,,,,,,2.209566146327995
3.948448049611839,2.749382995524551,26.481113426271797,66.54489930126081,67.56824364103215,3.69341338722921,42.0,3.3284182200540027,2.0,3.3047837825391655,2.5368357365293814,3.8618367937021074,66.53890148100609,18.09792046290768,3.721333765883454,35.0,2.623690423257987,3.19482617435646,3.8654967472714574,2.27679783183002
3.712596022174692,3.069606107232473,18.619673216363413,78.43885804614314,93.4455517301055,3.3356152629616456,222.0,45.2560926123493,2.0,2.57979321371606,2.745755543876532,2.6975457397763605,70.52967107625092,51.30805930561175,3.3950750291043716,33.0,3.8972750963651626,3.0897845117385705,2.305836524535535,2.1544059802912856
2.956920653760056,3.42579134067545,32.341216227262024,53.032497206056654,85.28706995828146,2.8220240375102614,154.0,33.45535664037045,17.0,2.517634779890764,3.8744068120432074,3.5029438246298117,40.16333861948192,11.944844443595109,3.004992895848267,35.0,3.821315331124663,3.4173528992025286,2.663894700286918,1.745515349611713
2.6465081710095757,3.954728296950677,17.28792320377981,58.31057849025682,73.25165295022506,3.1763113471033595,108.0,33.55591440657691,3.0,2.7889063528884837,2.607354565082951,3.3950308511391194,44.926454865189704,30.25285791265312,3.3725356759234746,16.0,3.6687552881644727,3.203667644527152,2.562970780248246,1.8633488755013783
3.526349539768235,3.591446706549533,24.06778858355507,82.13104510806984,96.31384110164338,3.540073366291716,189.0,1.3777611140383061,3.0,3.2317142028773165,3.6475701280978017,2.582246094039152,84.43578670645502,49.73466386588546,3.4383251971227193,39.0,2.653973450314821,2.6953005330217854,2.0441489975655296,2.2067825395387253
3.160228740609402,3.8839056356409367,12.49327430859706,54.89087818858938,66.5840409854693,3.7569432622541274,144.0,46.88376127442991,14.0,2.56041806606381,3.435967378712947,2.97683065359882,60.00778649128671,52.4028389362482,2.890284181130724,46.0,2.9362943208312,2.625883830898308,3.0039521962079037,1.978312863893845
2.683057352267168,3.6433180874712656,33.04889075331876,62.0795740049451,72.0636862869217,3.939604336633581,199.0,38.5912527965233,14.0,3.599853034717996,2.571551356167248,3.301867774098544,48.97229726963434,47.80701201065893,3.1555970071383665,59.0,2.9066747890072726,2.7448182632194964,2.3164563654511134,2.0558311908860154
3.242765365166905,3.3875754533386004,13.519261444280334,31.211695385059976,91.32164247320513,3.4081791492068767,39.0,38.215740890317356,3.0,2.7278922737086444,2.5010911976076535,3.3222317665068175,65.72837132146998,36.49238129772918,3.582021110748332,45.0,3.301390522819953,2.598421907670091,2.2734963939941024,2.0048127894685495
2.5515827816728276,2.7880350537045167,15.622420143260182,39.515880350282536,89.82822756084612,3.2903790509566484,91.0,45.59648206735218,1.0,3.6589167484099567,3.2529987138160625,3.7211164694323156,42.705861574726214,25.280293901035357,2.838772083280541,31.0,2.6799480372614335,2.8803485015123025,2.4214398612303425,1.8833642146130458
3.863980603118173,3.50002847783877,23.953353953205372,68.50119047848798,75.12450928035673,2.5265378846817224,66.0,28.907658304515376,2.0,2.807100090798547,2.6760181386997868,3.3814562211826393,82.56257565100742,46.797861925650835,3.754188006906433,19.0,3.724395455736814,2.6049407612205338,3.5191533829290536,2.041089526129426
2.8881699724000254,3.4350693489398605,29.102325005324538,73.01861406383263,67.1708706373474,2.6081486037252697,183.0,19.733319528190314,9.0,3.019929197301017,3.8083233388565225,3.1997597312164348,44.81154202248237,21.09836606646956,2.61628976533806,34.0,3.5232603703206626,3.405371657809879,2.2583760211640698,1.7479803155411777
3.493783426530973,3.4037037556859,25.483782648407473,64.95605620706996,95.03273252787304,2.7341574964561004,217.0,24.033958429275025,0.0,3.2186394216032035,3.2211619879428177,3.627939101108492,43.29248017990263,13.615969931155034,3.371826666395829,11.0,3.7915972564552582,3.167017845567316,3.256941164490036,1.985400842061152
2.9675666141341166,3.234678801982361,15.803347820003903,38.598602176536644,75.97941733244659,2.582139896784442,192.0,38.8620351658578,17.0,3.020906170747433,2.851665941922639,3.3563349531746196,65.18205864377084,11.176156756802316,3.0695301765128606,40.0,2.8339373128324112,2.883180773964018,2.581566326816043,1.83978429102042
3.280102031766716,3.2929849059839134,10.023576063187258,56.72432571467009,71.84996952248929,3.10129485820739,244.0,38.43649912569259,4.0,2.5354290572217275,2.7523073235310274,3.825634900591826,75.22446395229176,26.06396102544105,2.5799701016518104,50.0,3.430709264569118,2.5188240869467977,2.1368085861835735,1.8666457501854252
3.3200654190149193,3.0016637906771564,28.92876450768598,51.305685981791385,83.0621637826342,3.005317817708308,116.0,30.479331071386774,8.0,3.862861094071364,3.7536589269443708,3.8581987170870975,85.83385962724878,11.797978184960327,3.6617303207677403,28.0,3.77643397836655,2.7193609695677514,3.9558920014138397,2.085978481537011
2.7772816832882907,3.2789690389634547,34.630183147777345,59.7396806421053,96.85795197488565,3.4560312368025894,195.0,10.904017997987559,19.0,2.9296997830013245,3.578108138976963,3.4065817046945637,44.25767034781896,24.952520330786434,3.319812761343304,22.0,2.5756743504186206,3.500073307610849,3.2954766600527945,1.911291145204553
3.9543769416468377,2.7963338585177175,30.24782800765226,82.21974207324565,66.52413022451813,3.303497661900104,275.0,40.944204567351754,5.0,2.7040540600077345,3.576944159187892,3.3465033921757987,60.0891849518716,27.364332163582613,3.5729887376082856,28.0,3.3258873567219736,2.874112640427885,2.4072207703556554,2.1946957821353568
3.662699235041672,3.707761596040565,21.50516545391538,76.55168631951912,91.80314308108107,3.39395613908179,141.0,32.36207841050983,18.0,2.6987773588236625,2.627960121535036,3.551920164186651,56.11395062001096,30.695997987698707,3.0701847863914136,36.0,3.590833797117174,2.999382347204744,3.0123588529161607,2.069855442010621
3.9092484123462836,2.7786654320480615,32.594181534977665,35.03937008334954,85.03656297785481,3.207965804406481,180.0,11.06310104474546,8.0,3.9619187647366356,3.436776700311861,3.5882689255374816,84.62550368831528,52.80881261783693,3.7894305431449467,16.0,3.0573619509692107,2.614495442443647,2.777079293611913,2.271083097981374
3.8422410256414734,2.6274494348341997,20.24619182795875,83.41855186647385,79.8907190793136,2.9166057228313855,33.0,24.032222487866857,17.0,2.684586537517078,3.804223874696296,3.5907530687471008,62.16555905698021,36.47872200587945,2.6255597643388913,32.0,3.0303101080404273,3.3224223468371585,2.3507178207958987,1.9864808240914806
3.3968499682166278,3.154369039535736,23.12335210608669,58.30602906898942,91.04281554367711,3.9292379724197155,270.0,49.8603165373929,14.0,3.019821060148203,3.6488509434789167,3.4310597485920558,77.67123159122077,69.11805681744559,2.850030158457021,15.0,2.5484475505523156,3.70655149355293,3.9223833510106867,2.148387211063479
3.8828113525346755,3.4874611592590927,21.92824418489208,74.63172869315991,98.80385485545713,2.6296137396402086,205.0,16.418991954019834,14.0,2.6014322989766896,2.6772350288986893,3.644220411795732,69.36269788358914,66.84141145420111,3.6919047245103696,7.0,3.234560207444828,3.029938480838033,3.7186454253342536,2.0405079152904606
2.6327387530778794,3.156575237400312,21.190596816638124,38.402353875861124,73.02221739069418,3.9083364991979606,108.0,5.8280307385425445,13.0,3.6032092192650884,3.923919054333988,2.716173375614332,74.17950351834273,68.89223718204198,3.9320188833645955,41.0,3.39446120327745,2.672052600291642,2.7384733497689218,2.0902737349272953
2.7939742936287177,2.915131197926963,29.379769232347645,70.24317154242289,70.02765777752418,2.966857070297102,110.0,1.083370859208399,2.0,3.395127470829331,2.6046015590762717,3.7322106135996154,61.93764908152377,34.733775709926235,3.7696685795858067,7.0,3.6105918697364654,3.9309549759688327,3.621636174713559,1.9104742175917013
2.567840933365807,3.337256775835661,23.1692226817373,44.17956105656748,96.9508610827944,3.2689921680509464,129.0,9.23161785802148,7.0,3.3003533685063977,3.33535647321341,2.9656486170076874,54.35557624880633,12.652155414367776,2.84629059355474,33.0,2.6295005388522723,3.2669143340135998,2.379206767934744,1.9062139125463429
2.9879954961448965,3.0205035031182996,17.9179280506304,56.302853828455895,88.41335771100563,2.663263484241319,212.0,9.348315303185645,18.0,3.783760515809742,3.9175184983643785,3.8285316239355542,43.58440323004502,61.617859446940045,3.0228078021847784,36.0,3.1249937853175473,2.634134473223155,2.150099997911173,1.9044710556378162
3.083015934534223,3.8993015351899496,16.453954191461957,31.011772204926263,80.3295107546688,2.6063966025565137,99.0,42.90342224331578,10.0,3.3600051581530987,3.7333850928857832,2.6977393700725676,50.4081541109842,36.09318195648292,3.6482442509449173,58.0,2.886311783115157,3.246061794237022,3.0532359652650767,1.8616554267021581
2.907023547660844,3.883967709405358,10.943682924185834,39.09663827582856,85.06408495924991,3.144318173077904,204.0,7.807737459875313,3.0,3.9332963953181053,3.5212434920368043,2.505404658326198,50.356027759204224,48.469693340136374,3.919407933223957,42.0,2.810317512836908,2.5673765075849286,2.7849108077581666,2.0886108246064174
3.743106263727894,3.253557729958143,24.579879047076147,35.52482958741719,91.09648668116854,3.6125460645695173,186.0,43.132547093921524,14.0,3.434170131439354,3.784515497258962,2.5235089326281384,96.0904774379454,60.605641922193726,2.9338709703864567,35.0,2.8684849363756175,2.5829384571400933,2.1396530437128365,2.1339049628720774
3.035129990040384,2.9918259910273877,15.749035385025856,44.38465037629551,92.0561164547001,2.9040471663228233,124.0,4.33582542215698,9.0,3.0315106024996092,3.5099219729580193,2.815239857700864,96.24284463390903,46.438385708630825,3.079513158592424,5.0,3.0408524862159587,2.9777378750856114,3.260973838408186,1.9537576076929193
2.9214017645310713,3.605698620934959,13.703348050409577,36.001085401459335,97.19629632866376,3.3435218334029804,41.0,45.33221499253168,19.0,2.5551203221479506,2.582423222140219,2.670661936097493,55.3480769699468,54.214173405953964,2.534308754256747,41.0,3.5991771426409676,3.5158850352593616,3.639244890924183,1.786434035624774
,,,,,,,,,,,,,,,,,,,2.0586418752376083
2.711386337462144,3.2121535090654767,27.03023144553872,31.742394132553162,75.26938185067883,3.0829195913395613,288.0,30.574903099510152,8.0,3.060467747823099,3.140683792734553,3.172621202269551,56.90309172850222,21.703291902911506,2.6322426055951595,50.0,2.594760588991911,3.85218163512257,2.1078256827265855,1.7998551028098229
3.7032954711310593,3.0044850914055004,28.803872306441647,67.06443003749987,87.38824933764447,3.859669477710737,252.0,7.986359238940599,16.0,3.3988032691115992,3.319565891470387,3.4090791475515734,87.78684309717886,43.31615506307709,2.628389401367685,45.0,3.0210875997269877,2.6619793876577287,2.7548635168879168,2.1599142052118094
2.6118259655196563,3.880803827653832,22.589422408464785,38.442469849534454,79.55047647478357,3.783759438242379,295.0,19.502781583680324,8.0,3.8145223194956737,2.8444606584596883,2.7889856073614445,92.245968005659,48.27674934775091,3.641974204427519,46.0,2.664545041814519,3.1959779658698673,2.501603204546873,2.093316939030649
3.980330404900776,2.5180045409090237,32.351365130097165,86.70968743067382,85.81094588821423,3.274026315126445,79.0,4.288390234172473,8.0,2.5114873457935385,3.8217586297887944,3.630758517445354,70.06610202289451,62.30689698069171,3.0158798528244546,24.0,2.8178286813474775,3.214542218728728,2.2970954742989225,2.095096291798651
3.6583671539449862,3.3292223135775236,33.408568834955695,85.98564438659125,79.69950294595826,2.857158441208118,80.0,28.97641021284212,8.0,3.6394186865088605,2.8430509939322355,3.415703401944937,72.40714268205235,59.28391859066618,3.903459630478448,58.0,2.6939764475648897,3.191249044062377,2.998477227774746,2.1690594142210307
2.7980735223012587,3.610995371599939,30.184273494812235,43.53018615125776,70.3548525337361,2.7897758690995342,120.0,17.293874326409398,1.0,3.152927162669874,3.486390496646268,2.83179145338484,67.52221621368756,69.34317818537423,3.574125357731893,15.0,3.957995425608489,3.762232387010878,2.1307204710075127,1.8538399147337794
2.5082831756854036,3.227526981286062,25.88983705020468,66.86527789338177,81.42993630806355,3.9311310295535713,167.0,42.60750418060799,12.0,2.6860902457753877,3.814911151357973,3.098387469417702,50.96833348695873,67.9812034748798,2.942143359149014,14.0,3.8201306261534422,3.7170289971984025,2.126308021686426,1.9318830941820044
3.723192142682251,2.6281045452440823,17.59302383977972,31.680319168347506,89.18212376793615,2.8040748947660314,46.0,9.090823914961387,0.0,3.3736866087303445,3.5992195871924197,3.577308210963339,42.98642616162476,47.41058665363137,3.5228230307121082,59.0,3.437421161314154,3.261619890038134,3.5534345834241874,1.9521092891005631
3.5602860157714256,3.958692085041853,34.57362304050553,85.90731258307045,92.97493326836775,3.712252466368809,44.0,13.999403221065588,5.0,3.2989223853707093,2.7040189475230094,3.520556010113094,77.28381689457512,40.20826904859455,3.7983997557763187,7.0,2.875838822619228,3.6677878040981886,2.8550605961603397,2.2718889988731337
3.593510752061481,3.2770156470641467,16.85340417979846,61.379238491502576,82.26641968787914,3.0534553143033056,68.0,8.862733868864675,5.0,3.763462057214107,3.927091277572203,3.3435075229782023,87.92379346271518,55.63856249528893,3.1540556920756266,52.0,2.7614290060873126,2.5887897358201966,3.489324536572866,2.071357740845883
3.6569055200289187,3.421279366478517,15.066423049760775,32.59338908506674,70.78332615736403,3.9784897713373573,216.0,28.191139011801507,15.0,3.2823441146514263,2.6378748710811615,3.9685268762533816,84.96083716188248,25.682355007412777,3.3426575221509394,58.0,3.7629359542374345,3.2981998310844465,2.6531963799453537,2.2592581640013805
2.6110669776011357,2.854914674061261,21.05385284466457,50.54999958048825,79.5140698377301,3.0522336105441816,75.0,5.587359188124358,11.0,3.741027805102041,2.8001008595870513,2.697733894820806,94.0177278898907,31.142565659008756,2.826232587515035,18.0,2.6090714938717543,2.6423548407243658,2.7003425690578453,1.8445197308187002
3.037698592816409,3.2252471276602055,11.421014267809712,34.61096771167405,92.52028750945944,3.027274937366089,271.0,9.467850263042743,14.0,3.3167338693421256,2.7088646410346753,3.232418582092154,88.81887659411728,56.027554903557906,3.103313052830287,49.0,3.539829542229712,3.800492819383607,2.8565019297798453,2.021169753943931
,,,,,,,,,,,,,,,,,,,1.9550969455788556
3.7946551388133902,2.6123437630029755,24.710838910410622,70.19558052967938,89.37857777614778,3.942275209940229,242.0,3.720726326797008,1.0,3.0567758509925143,3.7111151121610373,3.9910389189495543,47.008821912218366,63.721432894372036,3.423217448098498,35.0,3.234419806738173,2.52633806726396,3.1180884132665057,2.2410712902570786
3.4349471902413367,2.659240530321201,23.92380229160438,58.193394482486376,82.75247885873314,3.9643144086946496,166.0,37.15818360472397,11.0,2.7605461573075134,2.857023793415327,3.313885741793583,65.84402994328688,14.371431935948847,3.580051591279442,39.0,3.59306346061821,3.3244795542502965,2.1457820715471527,2.2148338010915385
2.996347037278974,3.756208779428162,26.394906997492996,53.02333048316727,73.44280937882888,3.5608092197004777,115.0,5.216674454220682,19.0,3.3760463206646953,3.968872734349035,3.1635556684956745,60.89847494780666,23.914990428416647,3.93602978406002,58.0,2.554509601962879,3.606653843131254,3.1147343512612045,2.107950322075908
2.5953375254290356,2.8597299283098856,22.42559119443017,37.14942273242789,92.8652677808076,3.6319095484545305,163.0,29.27443797919021,1.0,3.3163754282713924,2.7088656885792797,3.8834377757416694,83.71496282361466,26.397873723128466,3.757806053751366,53.0,2.763331854184415,2.7023602201232344,3.427465297647039,2.0722080075468363
,,,,,,,,,,,,,,,,,,,2.0471185660144484
2.9877749830401203,3.257367176875209,25.30778222100992,36.008597264301066,83.37115989643027,3.6336636086984977,269.0,8.69464533945003,2.0,3.118613201142424,3.235463849949057,3.908841381422941,96.58060774473395,14.243546074679001,3.3362680407946486,58.0,3.8796001128611906,3.1724323532220278,3.2749788951350913,2.077805681152339
3.594409267507096,3.6531206970437693,27.904346923910765,78.44992389939964,72.31118619851917,3.7896694824557446,128.0,13.054315933315719,1.0,3.1322848946420905,3.713271384158147,3.6256138947734007,97.43008991994938,23.852980954633324,2.716260256284594,10.0,2.8871576571330033,3.1219326666320306,3.417909615243407,2.182339562914488
3.4563362070328196,2.592919777868482,20.41872651560133,38.11438967908335,67.34729699894815,3.2291429547925348,111.0,44.921332699452634,17.0,2.745807077453964,3.0648137965674427,2.75183461513909,45.30068564761339,52.96857318024669,3.4532380318720692,33.0,2.7245170115627912,3.254299428252974,3.1903992305991453,1.9616392217489007
3.83081911386449,3.3652118794573838,28.93238930177982,65.72240199293361,82.60268779791372,3.429793394245155,34.0,31.314326725213594,2.0,3.3963573319032383,2.769844524117681,2.7511984965193554,66.03781931264223,24.667075162109747,3.1093874600433535,56.0,3.88723558036196,2.5247358675934075,3.901912043877716,2.207659057573572
3.208322387742924,2.67881566426086,15.675032483460516,50.56442481533075,82.48467545772232,3.3059750428495716,189.0,24.62656494021554,9.0,3.7717784035556896,3.1974043861957333,2.9769606527444505,93.94875071660869,66.55250822742184,2.547761215407339,50.0,3.797997573159635,3.6072285862645392,3.619547449387448,2.0047985552301437
2.6793913689074524,2.5546915762384277,15.5319147766546,43.55870307931101,89.74153155865022,3.343705920293016,171.0,28.135254863501817,11.0,2.8718847468770603,3.214742933907762,2.6014990205670676,51.23687849494101,35.38203507686338,2.792280576001527,57.0,3.864684203752792,2.9730401747598116,3.230297501530084,1.8342136341648727
3.5698671808344926,2.579115928243326,14.035424692189348,68.36810636952623,91.06627425681667,3.8350718648109114,224.0,14.774767231916108,3.0,2.5136168509678387,2.5243078016894906,3.313811274058018,81.53283394327877,15.98114544733595,3.638611579425456,56.0,2.6870778428063677,3.5526996593449915,2.665356954064096,2.240391116666522
3.641177572925346,3.751246162312662,19.299868994729046,57.42013856261644,90.47270210425138,3.0334252453083552,133.0,42.766089097595675,19.0,3.537210435018781,2.5313325907530606,3.789613525566388,82.67284932040181,60.5603415785491,3.4465077814588474,26.0,3.885327207796543,3.7828141519465794,2.6488680157060447,2.08116568202795
3.341915796354244,2.676958725442092,31.17530088472709,54.00872803707355,79.33455565208642,2.8122760384009364,165.0,37.263451251676436,6.0,2.54706068747769,2.916458200321591,3.1000369427002963,54.01582569056649,64.93005655761125,3.967647306631176,59.0,3.3719636500096093,3.5309149599491163,3.506546794297308,1.9423151718890592
